Feature,Interest_2425,Compound_Name,Adduct,Precursor_MZ,ExactMass,LibraryQualityString,NPC_Class,NPC_Pathway,ClassyFire_Class
239461,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Guanidines
239479,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Guanidines
239505,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2395078,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Alpha amino acids and derivatives
2395188,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
239520,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Carboximidamides
239522,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Guanidines
239592,Yes,NA,NA,NA,NA,NA,Saxitoxins,Alkaloids,Guanidines
2396059,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
23963,Yes,NA,NA,NA,NA,NA,Branched fatty acids,Fatty acids,Fatty acids and conjugates
239653,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Guanidines
23977,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aralkylamines
239784,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Triazines
2408600,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Bilirubins
2412017,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Peptides
2412090,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Peptides
2412203,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Depsipeptides
2412255,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Phenylalanine and derivatives
2413001,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2414214,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Depsipeptides
2415389,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,N-acyl-alpha amino acids and derivatives
2415428,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,Alpha amino acid esters
2415446,Yes,NA,NA,NA,NA,NA,Macrolide lactones,Polyketides,Amino acids and derivatives
2415453,Yes,NA,NA,NA,NA,NA,Erythromycins,Polyketides,Amino acids and derivatives
2415549,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Alpha amino acid esters
2418407,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
2418506,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Bilirubins
2418508,Yes,NA,NA,NA,NA,NA,Depsipeptides,Amino acids and Peptides,Tetrapyrroles and derivatives
24188,Yes,NA,NA,NA,NA,NA,Menthane monoterpenoids,Terpenoids,Monocyclic monoterpenoids
24191,Yes,NA,NA,NA,NA,NA,Menthane monoterpenoids,Terpenoids,Benzene and substituted derivatives
2423954,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alpha amino acid amides
2423963,Yes,NA,NA,NA,NA,NA,Depsipeptides,Polyketides,Tetrapyrroles and derivatives
2424082,Yes,NA,NA,NA,NA,NA,Depsipeptides,Amino acids and Peptides,Alpha amino acid esters
2424181,Yes,NA,NA,NA,NA,NA,Lipopeptides,Terpenoids,Glycinated bile acids and derivatives
24251,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organonitrogen compounds
2427709,Yes,NA,NA,NA,NA,NA,Terpenoid alkaloids,Terpenoids,Amino acids and derivatives
2427712,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2429062,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Carbohydrates,Purine nucleotide sugars
2429065,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Carbohydrates,Purine nucleosides
2429078,Yes,NA,NA,NA,NA,NA,Tripeptides,Carbohydrates,Gamma-glutamyl peptides
2429384,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Gamma-glutamyl peptides
2430209,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Valine and derivatives
2430223,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Amino acids and derivatives
2432422,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Alkaloids,Aminopyrimidines and derivatives
2438309,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Hydroxysteroids
2438317,Yes,NA,NA,NA,NA,NA,"Lanostane, Tirucallane and Euphane triterpenoids",Terpenoids,Hydroxysteroids
2438321,Yes,NA,NA,NA,NA,NA,Tetracyclic diterpenoids,Terpenoids,Triterpenoids
2438322,Yes,NA,NA,NA,NA,NA,"Lanostane, Tirucallane and Euphane triterpenoids",Terpenoids,Hydroxysteroids
2438332,Yes,NA,NA,NA,NA,NA,Cardenolides,Terpenoids,Hydroxysteroids
2438391,Yes,NA,NA,NA,NA,NA,Cardenolides,Terpenoids,Hydroxysteroids
2438400,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Dicarboxylic acids and derivatives
2438437,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Steroids and steroid derivatives
2438494,Yes,NA,NA,NA,NA,NA,Cardenolides,Terpenoids,Hydroxysteroids
2438677,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2438690,Yes,NA,NA,NA,NA,NA,Amino cyclitols,Amino acids and Peptides,Peptides
2438693,Yes,NA,NA,NA,NA,NA,Aminoglycosides,Carbohydrates,Peptides
2438701,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2438702,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
2440517,Yes,NA,NA,NA,NA,NA,Triacylglycerols,Fatty acids,Triradylcglycerols
2442971,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Beta hydroxy acids and derivatives
2443295,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Alpha amino acids and derivatives
24435,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organonitrogen compounds
2443784,Yes,NA,NA,NA,NA,NA,Serratane triterpenoids,Terpenoids,Triterpenoids
244715,Yes,NA,NA,NA,NA,NA,NA,NA,NA
244844,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alkylarylthioethers
244907,Yes,NA,NA,NA,NA,NA,Piperidine alkaloids,Alkaloids,Amino acids and derivatives
245028,Yes,NA,NA,NA,NA,NA,Pyrrolidine alkaloids,Alkaloids,Amino acids and derivatives
24532,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2459168,Yes,NA,NA,NA,NA,NA,Steroidal alkaloids,Alkaloids,Oxosteroids
2459201,Yes,NA,NA,NA,NA,NA,Drimane sesquiterpenoids,Terpenoids,Steroids and steroid derivatives
246056,Yes,NA,NA,NA,NA,NA,Piperidine alkaloids,Alkaloids,Amino acids and derivatives
2461695,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Peptides
2461742,Yes,NA,NA,NA,NA,NA,Wax monoesters,Terpenoids,Alpha amino acids and derivatives
2461743,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Terpenoids,Isoquinolines and derivatives
2461746,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Leucine and derivatives
2461762,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Oxepanes
2461768,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Alpha amino acids and derivatives
2461769,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Amino acids and derivatives
2461773,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Alpha amino acids and derivatives
2461821,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Diterpenoids
2461867,Yes,NA,NA,NA,NA,NA,Ceramides,Terpenoids,Alpha amino acids and derivatives
2461973,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Tricarboxylic acids and derivatives
2462273,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
2462877,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Cyclic depsipeptides
2465108,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Amino acids and derivatives
2465129,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
2465174,Yes,NA,NA,NA,NA,NA,Erythromycins,Amino acids and Peptides,Alpha amino acid esters
2465289,Yes,NA,NA,NA,NA,NA,Lipopeptides,Alkaloids,Alpha amino acid amides
247101,Yes,NA,NA,NA,NA,NA,NA,NA,NA
247176,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
247216,Yes,NA,NA,NA,NA,NA,Simple coumarins,Shikimates and Phenylpropanoids,Arylsulfonic acids and derivatives
247236,Yes,NA,NA,NA,NA,NA,Aminoacids,Polyketides,Nitroaromatic compounds
247252,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
247256,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
247317,Yes,NA,NA,NA,NA,NA,NA,NA,NA
247358,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
247476,Yes,NA,NA,NA,NA,NA,NA,NA,NA
247482,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
247507,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
247517,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Aryl phosphates
247559,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Alkaloids,Benzenoids
247728,Yes,NA,NA,NA,NA,NA,NA,NA,NA
247745,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Thiadiazole sulfonamides
247764,Yes,NA,NA,NA,NA,NA,NA,NA,NA
247822,Yes,NA,NA,NA,NA,NA,Simple coumarins,Shikimates and Phenylpropanoids,Arylsulfonic acids and derivatives
247868,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
2478850,Yes,NA,NA,NA,NA,NA,Amino cyclitols,Carbohydrates,Aminoglycosides
2479172,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Gamma-glutamyl peptides
2479211,Yes,NA,NA,NA,NA,NA,Tripeptides,Carbohydrates,Peptides
2479265,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2479568,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2479969,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Peptides
2480473,Yes,NA,NA,NA,NA,NA,NA,NA,NA
248100,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
248236,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,"1-sulfo,2-unsubstituted aromatic compounds"
248356,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Aryl phosphates
248569,Yes,NA,NA,NA,NA,NA,NA,NA,NA
248668,Yes,NA,NA,NA,NA,NA,NA,NA,NA
248695,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Aryl phosphates
248708,Yes,NA,NA,NA,NA,NA,Phenazine alkaloids,Alkaloids,Benzenoids
2491443,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2492117,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Carbohydrates,Purine ribonucleoside monophosphates
2492252,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Phenylalanine and derivatives
2492856,Yes,NA,NA,NA,NA,NA,Lipopeptides,Fatty acids,Alpha amino acids and derivatives
2494091,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Peptides
249731,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2498444,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,Lineolic acids and derivatives
2498483,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
2499094,Yes,NA,NA,NA,NA,NA,Cephalosporins,Alkaloids,Thiadiazoles
2507260,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Alpha amino acids and derivatives
2510276,Yes,NA,NA,NA,NA,NA,Tricyclic guanidine alkaloids,Alkaloids,N-acyl-alpha amino acids and derivatives
25250,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Amphetamines and derivatives
25253,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Benzene and substituted derivatives
25269,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Amphetamines and derivatives
2527274,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
25322,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Amphetamines and derivatives
25349,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2535333,Yes,NA,NA,NA,NA,NA,Oleanane triterpenoids,Terpenoids,Steroids and steroid derivatives
2535376,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,"1,2-diacylglycerols"
2536113,Yes,NA,NA,NA,NA,NA,Oxidized glycerophospholipids,Fatty acids,Phosphatidylcholines
2536294,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Amino acids and Peptides,Amino acids and derivatives
25368,Yes,NA,NA,NA,NA,NA,NA,NA,NA
25369,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Phenethylamines
25372,Yes,NA,NA,NA,NA,NA,NA,NA,NA
25376,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Amphetamines and derivatives
25384,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Benzamides
2540794,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aminopyrimidines and derivatives
2542798,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
2542800,Yes,NA,NA,NA,NA,NA,Fatty acyl glycosides of mono- and disaccharides,Fatty acids,Saccharolipids
254301,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Organooxygen compounds
2544971,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Benzenesulfonyl compounds
2546947,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Amino acids and derivatives
2549875,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
25500,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2550605,Yes,NA,NA,NA,NA,NA,Erythromycins,Fatty acids,Amino acids and derivatives
2550716,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
2551214,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
25514,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Benzene and substituted derivatives
2551706,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2551982,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2552008,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Amino acids and derivatives
2552018,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Amino acids and derivatives
2552029,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
2552046,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Diterpenoids
2552061,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Diterpenoids
2552074,Yes,NA,NA,NA,NA,NA,Steroidal alkaloids,Terpenoids,Diterpenoids
2552126,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
2552147,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Peptides
2556387,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2556394,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2557141,Yes,NA,NA,NA,NA,NA,Flavonols,Shikimates and Phenylpropanoids,Pyranones and derivatives
2557245,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Carbohydrates,Purine nucleotides
2557258,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Phenyl thiophosphates
2557597,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Phenoxy compounds
2559179,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
25597,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Thioethers
2559751,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Macrolides and analogues
2559869,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alkanolamines
25610,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Amphetamines and derivatives
2562614,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
2562909,Yes,NA,NA,NA,NA,NA,Depsipeptides,Polyketides,Depsipeptides
25630,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Amphetamines and derivatives
2563264,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Peptides
2563628,Yes,NA,NA,NA,NA,NA,Triacylglycerols,Terpenoids,Diterpenoids
2563633,Yes,NA,NA,NA,NA,NA,Triacylglycerols,Terpenoids,Diterpenoids
2563635,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Depsipeptides
2563639,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,Steroid esters
2563648,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,Steroid esters
2565765,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2565927,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
2566020,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
2566369,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2567032,Yes,NA,NA,NA,NA,NA,"Carotenoids (C40, Î²-Î²)",Terpenoids,Prenol lipids
25694,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2578565,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2578569,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2579203,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Peptides
2579220,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Oligopeptides
2579222,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2579264,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
2579280,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Peptides
2579294,Yes,NA,NA,NA,NA,NA,Macrotetrolides,Polyketides,Lipids and lipid-like molecules
2579311,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
2579350,Yes,NA,NA,NA,NA,NA,Depsipeptides,Amino acids and Peptides,Cyclic depsipeptides
2579384,Yes,NA,NA,NA,NA,NA,Depsipeptides,Amino acids and Peptides,Cyclic depsipeptides
2579914,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
25802,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2580325,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Terpenoids,Fatty acid esters
2581354,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2581565,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2581776,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,N-acyl amines
25836,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Alkanolamines
2584348,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
25846,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Amphetamines and derivatives
2585198,Yes,NA,NA,NA,NA,NA,Tetracyclic diterpenoids,Terpenoids,Amino acids
25860,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2586629,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
25867,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Azacyclic compounds
2586896,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Phenylalanine and derivatives
2586913,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Phenylalanine and derivatives
2587158,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Phenylalanine and derivatives
2587375,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2589367,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Cyclic depsipeptides
2589726,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
25912,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Amphetamines and derivatives
2597680,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
2597692,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Fatty acids,Alkyl glycosides
2597742,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-acyl-alpha amino acids and derivatives
2598032,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Alpha amino acids and derivatives
25982,Yes,NA,NA,NA,NA,NA,NA,NA,NA
25990,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Phenylpropanes
2599755,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Alkaloids,Benzenoids
260310,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Tyrosine and derivatives
2603106,Yes,NA,NA,NA,NA,NA,Cephalosporins,Alkaloids,Arylsulfonic acids and derivatives
2604152,Yes,NA,NA,NA,NA,NA,Lipopeptides,Polyketides,Macrolide lactams
2604261,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2604324,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-acyl amines
2604505,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,Alpha amino acids and derivatives
2604510,Yes,NA,NA,NA,NA,NA,Monocyclic guanidine alkaloids,Alkaloids,Amino acids and derivatives
2604576,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2605714,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
260575,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2607802,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2608647,Yes,NA,NA,NA,NA,NA,Lipopeptides,Alkaloids,Alpha amino acids and derivatives
2608711,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
2612095,Yes,NA,NA,NA,NA,NA,Linear peptides,Fatty acids,N-acyl-alpha amino acids and derivatives
26133,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2618910,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2619916,Yes,NA,NA,NA,NA,NA,"Carotenoids (C40, Î²-Î²)",Terpenoids,Fatty alcohol esters
2620000,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-acyl amines
2620066,Yes,NA,NA,NA,NA,NA,Aminoglycosides,Carbohydrates,Aminocyclitol glycosides
2622983,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Peptides
262437,Yes,NA,NA,NA,NA,NA,Fatty alcohols,Fatty acids,Lipids and lipid-like molecules
2626782,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,O-glycosyl compounds
2627281,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2627472,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2635590,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
2635889,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
2636146,Yes,NA,NA,NA,NA,NA,"Carotenoids (C40, Î²-Î²)",Terpenoids,Benzene and substituted derivatives
2636435,Yes,NA,NA,NA,NA,NA,Fatty acyl glycosides of mono- and disaccharides,Fatty acids,Fatty acid esters
2637399,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Diarylthioethers
2637959,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2638714,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Oligopeptides
2638726,Yes,NA,NA,NA,NA,NA,Monocyclic guanidine alkaloids,Fatty acids,Alpha amino acids and derivatives
2640239,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,2,4-dithiazole-3-thiones"
2640635,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
2651638,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Depsipeptides
2652870,Yes,NA,NA,NA,NA,NA,Macrotetrolides,Polyketides,Macrolides and analogues
2653487,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
26544,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2657302,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Diterpene glycosides
2657303,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Hydroxysteroids
2661091,Yes,NA,NA,NA,NA,NA,Triacylglycerols,Polyketides,Fatty acid esters
2661103,Yes,NA,NA,NA,NA,NA,Triacylglycerols,Fatty acids,Triacylglycerols
2662331,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Alpha amino acids and derivatives
2676516,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
267934,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2679817,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2679830,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
